Title;Note;Description;Éditeur;Date de publication;Nombre de pages
3×3 EYES Vol. 15;7/10;Khan, dans la bataille, perd son bras pour sauver Sarlama, qui accepte enfin de les aider et ira même jusqu'à se sacrifier pour eux. Son sacrifice renvoi Kalki dans son sommeil. Khan reçoit la clef pour accéder au nid d'animaux maîtres gardés par Sarlama. Yakumo obtient ainsi deux nouveaux animaux, l'un ayant le pouvoir de rendre un bras perdu, qui est aussitôt appliqué à Khan et l'autre, Kuyon, visiblement inefficace.;; Pika (Shonen); 06/09/1993
3×3 EYES Vol. 16;7/10;Au terme d'un long combat, Koko est raisonné par Paï et cette dernière est libérée de son serment. Elle tente une nouvelle fois d'obtenir le pouvoir du kayan penta commendeur et y parvient. Mais les pouvoirs de la terre sont épuisés car Bénarès, épuisé et au bord de la mort absorbe ces puissances pour se régénérer. Ce que Paï et Yakumo apprennent bien vite, ils décident de profiter de l'occasion unique de la faiblesse de Bénarès et tous partent pour le nid du diable, le repaire de Bénarès. Mais notre folle équipe se heurte déjà à ses sbires et Garuga se met en travers de leur chemin les mettant tous au pas...tous sauf le mage Maduray.;; Pika (Shonen); 08/01/1994
3×3 EYES Vol. 17;7/10;Le mage Maduray est mortellement blessé par Garuga et décide de jouer sa dernière carte. Il prend donc le contrôle du corps de Yakumo pour lui enseigner toutes ses techniques de combat. Garuga est vaincu mais le mage décède au terme du combat... Khan et Hoasio sont capturés en douce par Spazugu. Ce dernier force Khan à donner un virus à Yakumo en échange de la vie de sa bien aimée.;; Pika (Shonen); 06/06/1994
3×3 EYES Vol. 18;7/10;Khan fait absorber le spell virus à Yakumo qui devient impuissant. Mais grâce à toute sa ruse, le Wu parvient néanmoins à anéantir Bénarès. Parvati prend le spell virus en elle, pour libérer son Wu. Mais au moment où l'équipe allait s'emparer du cylindre sacré renfermant le Kayanwan, celui-ci ne s'y trouve plus. Ce n'était en réalité qu'une marionnette que Yakumo a tué et très vite, le jeune Wu se retrouve en face du véritable Benarès entouré de ses neuf servants, les neuf chefs dragons.;; Pika (Shonen); 06/10/1994
3×3 EYES Vol. 19;7/10;"Bénarès lance un sort sur Yakumo, un sort lui permettant de le ramener à lui à tout instant. La stratégie de Bénarès est de trouver un 3e sajiyan qui aurait survécu dans ""le monde du dehors"", monde duquel personne n'est encore jamais ressorti. Pour trouver un sajiyan là bas, Bénarès veut y envoyer Yakumo comme éclaireur et le sortir de ce vide lorsqu'il aura rempli sa mission. N'hésitant pas à risquer sa vie pour son Wu, Parvati s'élance sur Bénarès.";; Pika (Shonen); 06/03/1995
3×3 EYES Vol. 20;8.5/10;Dans ce vingtième volume, on fait la connaissance de Yoriko, une jeune fille qui a le pouvoir de matérialiser les pensées des autres. Après avoir débarrassé la ville de son propre monstre avec Hoashio, sa meilleure amie, Yoriko doit faire face à l'invasion de Tokyo par Bénarès et ses sbires. En effet, de par cette attaque, ils espèrent faire pression sur Yakumo et le forcer à sortir de sa cachette. À grand renfort de ruse et grâce à Khan, Yariko est sauve mais Hoashio est retenue prisonnière et rien ne semble pouvoir arrêter Bénarès...;; Pika (Shonen); 07/08/1995
3×3 EYES Vol. 21;7/10;Finalement Yakumo arrive et Bénarès stoppe ses agissements. Après avoir fait ses adieux au monde, Yakumo se plie à Benarès et part dans le monde extérieur. Accompagné par la conscience de Paï matérialisée par Yoriko, Yakumo va dériver dans le vide pendant un mois...jusqu'au moment où il trouvera un monde mystérieux créé par une soit disant déesse et peuplé par des femmes...;; Pika (Shonen); 08/01/1996
3×3 EYES Vol. 22;7/10;"On apprend que le monde d'alamah a été créé par une déesse. Toute les femmes qui y vivent ont été créées artificiellement. Mais le peuple en a assez d'être soumis et decide d'aller libérer la sainte déesse Raatri, une autre déesse retenue prisonnière par Ushas. Yakumo et l'élite des guerrières partent donc vers l'autre côté de la ""planette"". Le but de la maneuvre est de prendre Raatri par surprise sans que Ushas la toute puissante ne s'en aperçoive.";; Pika (Shonen); 08/05/1996
3×3 EYES Vol. 23;7/10;Paï et Yakumo parviennent finalement devant la dernière porte qui retient la sainte Raatri. Mais cette porte est fermée avec une clef magique et Yakumo se met donc en quête de cette clef. On apprend que la planète amahla est en fait le Wu de la sainte ushas qui, pour protéger son maître sajiyan s'est sacrifié. Pour ce faire, il a subit d'horribles souffrances combinant destruction et régénération continuellement et pour y résister, il s'est séparé de sa raison. Ainsi, seul son instinct agit pour protéger son sajiyan.;; Pika (Shonen); 06/08/1996
3×3 EYES Vol. 24;8/10;Pai, toujours à l'intérieur de l'animal qui est la clef pour libérer sainte Raatri, en compagnie de Gafu, la créature censée s'occuper de Raatri, tentent d'ouvrir les sceaux magiques pour libérer Raatri. Mais à ce moment, Amahla, revient à la charge, plus déterminé que jamais. Yakumo et ses compagnons vont le combattre. Pour ce faire, ils font essayer de le projeter dans la flamme de la raison. Mais au moment où ils y arrivent, ils se rendent compte que la manœuvre de Amahla était de les éloigner de la clef et de Pai pour mieux les attaquer.;; Pika (Shonen); 06/12/1996
3×3 EYES Vol. 25;7/10;Alors qu'il était à la limite de l'anéantissement, Yakumo parvient enfin à retrouver Ushas ! Et quelle surprise que de voir que c'est la copie conforme de Raatri ! En effet, Raatri est le clone de Ushas et ainsi Raatri est aussi une sanjiyan unkara ! Ce qui fait qu'en cherchant un sajiyan, Yakumo en a trouvé deux ce qui change singulièrement la donne dans la lutte contre Benarès !;; Pika (Shonen); 04/04/1997
3×3 EYES Vol. 26;7/10;On apprend dans ce volume que Ushas est en réalité la mère du Kayan wan et qu'elle a été exilée dans le vide de l'Andaka pour avoir résister à céder son fils, Shiva à l'ancien Kayan wan, il y a de cela 2000 ans... À ce moment précis, Benarès active la brèche et aspire le monde de Ushas sur la baie de Tokyo mais il empêche Yakumo de revenir... Heureusement, il parvient à fusionner avec une partie de l'esprit de Amalah et parvient, au prix d'un effort surhumain, à revenir sur terre...;; Pika (Shonen); 06/08/1997
3×3 EYES Vol. 27;7/10;Yakumo en tant qu'illusion tente d'empêcher l'enlèvement de Ushas mais en vain. Heureusement, c'était une feinte, Raatri s'est sacrifiée en prenant la place de Ushas, cette dernière est donc sauve...pour l'instant. En effet son état de santé est très grave et il ne lui reste que peu de temps à vivre... Yakumo, Ushas, Gupta, Hoashio et Khan partent donc pour la terre sainte, libérer Parvati et Raatri des griffes de Bénarès.;; Pika (Shonen); 07/01/1998
3×3 EYES Vol. 28;7/10;Ushas semble avoir choisi son camp et obéit à Benarès qui met en place la cérémonie d'humanisation... Le Kayan wahn ressuscite et s'apprête à recevoir la force des deux sanjiyans qui lui sont offertes en sacrifice...Parvati et Ushas... Yakumo se bat comme un enragé mais Bénarès est trop puissant et Yakumo reste impuissant.;; Pika (Shonen); 05/06/1998
3×3 EYES Vol. 29;7/10;Yakumo ne tient pas face à la puissance de Benarès et du kayan wahn... le sort d'humanisation peut reprendre mais au dernier moment, Raatri se jette sur Parvati et prend sa place dans le sort. Parvati est donc épargnée mais Ushas et Raatri redeviennent humaines et le Kayan wahn fort de l'énergie de sa mère et Raatri se régénère... le vrai combat va pouvoir commencer !  De part son incapacité à avoir détruit Yakumo, Wukai est renié par Benarès et échappe de justesse à la mort...sauvée par Kahn...;; Pika (Shonen); 06/08/1998
3×3 EYES Vol. 30;7/10;Dans ce trentième volume, Natsuko, une amie d'enfance de Yakumo est prise pour cible par deux des quatre dragons protecteur du Kanyan wahn. Il faudra toute l'ingéniosité de Yakumo pour la sauver. Mais pendant ce temps, les mystérieuses transformations d'humains en une espèce de chose difforme mais en vie se poursuit... Yakumo et Parvati allaient partir pour la terre sainte, livrer leur combat final quand un mystérieux cocon géant apparaît en plein Tokyo...;; Pika (Shonen); 04/12/1998
3×3 EYES Vol. 31;7/10;Cet épisode commence au moment où une créature géante éclot en plein centre ville. Les missiles envoyés par l'armée sont impuissants: le monstre qui sort de son cocon est indestructible. Alors que la terreur est à son comble chez les humain, Yakumo apprend par Wukai que cette entité est un des démons protecteurs de la terre sainte et que sa facultés est de décupler les pouvoirs magiques...;; Pika (Shonen); 07/05/1999
3×3 EYES Vol. 32;7/10;"Yakumo et ses amis arrivent dans le rizhome de fabrication de néglorie où Paï a été emmené. Ils sont alors confrontés a un certains Khan, qui n'est en fait qu'un clone. Mais cela empêche tout de même Yakumo de libérer Paï, enfermée dans la ""bulle de création""...";; Pika (Shonen); 22/10/1999
3×3 EYES Vol. 33;8.5/10;N/C;; Pika (Shonen); 07/01/2000
3×3 EYES Vol. 34;7/10;Dans l'antre mystérieuse, Amalah provoque une forte décharge électrique, qui a pour effet de gonfler d'énergie Bénares. Il ne lui reste alors plus qu'une possibilité la fuite, qui sera de courte durée. Yakumo retrouve alors son propre corps à Tokyo, tandis que Bénares brûle le cadavre afin d'éviter que Amalah ne puisse le réintégrer un jour. Pendant ce temps, Paï, toujours prisonnière désire plus que tout revoir Yakumo, Kayan Wan accepte à une certaine condition...;; Pika (Shonen); 06/06/2000
3×3 EYES Vol. 35;7/10;La troisième Sanjiyan est enfin libérée de l'emprise du Kayan Wan, bien que Yakumo soit, lui, privé de ses pouvoirs magiques. Le combat final approche doucement, et chaque fraction se prépare à l'affrontement.;; Pika (Shonen); 06/12/2000
3×3 EYES Vol. 36;9/10;Yakumo a toujours fort à faire avec Yoko sous l'emprise de Kayan Wan. C'est en libérant Kali que celui-ci va enfin pouvoir lui-même se libérer. C'est alors que Yoko se transforme en monstre géant. Leur seule chance est alors de se réfugier dans une tour ou ils vont faire une drôle de découverte...;; Pika (Shonen); 01/05/2001
3×3 EYES Vol. 37;9/10;Quand commence le volume, nos héros chassés par les humains, se retrouvent entre eux. Amalah se fixe à l'avant bras de Yakumo, au lieu de lui rendre ses animaux maîtres. Les humains quant à eux continuent de chercher les sanjiyan pour les tuer. Pai et Yakumo retournent les voir, afin de tenter de leur expliquer les conséquences dramatiques d'un tel plan...;; Pika (Shonen); 05/10/2001
3×3 EYES Vol. 38;8.5/10;L'émotion est à son comble dans 3X3 Eyes. La Sanjiyan va participer au sort d'humanisation, un sacrifice qui vaudra la disparition de sa conscience. Quel est l'objectif de cette démarche ?;; Pika (Shonen); 06/03/2002
3×3 EYES Vol. 39;8.5/10;Le désespoir est à son comble pour Yakumo et Paï qui ont pu échapper à temps et grâce à Parvati à la fureur du Kayan Wan. Le jeune Wu n'en est plus un et a perdu tout ses pouvoirs tandis que Paï est en proie à la culpabilité... Quelle sera l'issue de la situation ?;; Pika (Shonen); 06/11/2002
3×3 EYES Vol. 40;8.5/10;La situation semblait désespérée pour Yakumo et Paï, mais voilà qu'un retournement de situation vient chambouler la situation et donner une ultime chance à nos héros ! Yakumo redevient Wu, et l'ultime affrontement entre les deux derniers Sanjiyan peut ainsi commencer...  Après 40 volumes, 3X3 Eyes tire sa révérence, et l'histoire atteint sa conclusion !;; Pika (Shonen); 06/11/2002
3×3 EYES - Genjuu no Mori no Sounansha Vol. 1;-/10;N/C;; Kodansha; 192
3×3 EYES - Genjuu no Mori no Sounansha Vol. 2;-/10;N/C;; Kodansha; 208
3×3 EYES - Genjuu no Mori no Sounansha Vol. 3;-/10;N/C;; Kodansha; 208
3×3 EYES - Genjuu no Mori no Sounansha Vol. 4;-/10;N/C;; Kodansha; 224
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 1;-/10;Kiseki no Yami no Keiyakusha est la suite de Genjuu no Mori no Sounansha. L'histoire suit Pai et Yakumo, quinze années après la bataille avec Kaiyanwang.;; Kodansha; 662 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 2;-/10;N/C;; Kodansha; 662 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 3;-/10;N/C;; Kodansha; 662 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 4;-/10;N/C;; Kodansha; 693 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 5;-/10;N/C;; Kodansha; 792 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 6;-/10;N/C;; Kodansha; 726 ¥
3×3 EYES - Kiseki no Yami no Keiyakusha Vol. 7;9/10;N/C;; Kodansha; 530 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 1;-/10;Adachi a trente ans et vierge. Il a développé le pouvoir de lire les pensées des gens en les touchant. Après s'être frôlé à son très beau collègue, Adachi réalise que celui-ci a le béguin pour lui.;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 2;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 3;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 4;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 5;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 6;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 7;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 8;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 9;-/10;N/C;; Square Enix; 900 ¥
30-sai made Doutei da to Mahou Tsukai ni narerurashii Vol. 10;-/10;N/C;; Square Enix; 900 ¥
300 jours avec Toi Vol. 1;9.36/10;"En ce jour de printemps rempli de pétales de fleurs de cerisier, je l'ai rencontrée. Une fille solaire et pleine de vie. Mais lorsque j'ai pris sa main, un nombre troublant est apparu au-dessus de sa tête : ""300"". Voici notre histoire commune, au fil des jours qui défilent trop vite...";; Doki-Doki (Seinen); 14/09/2020
300 jours avec Toi Vol. 2;9.64/10;Pourquoi la vie est-elle aussi cruelle ? Lorsque je touche une personne proche de la mort, je peux voir le nombre de jours la séparant de son trépas. Je me serais bien passé d'un tel pouvoir, car je suis tombé amoureux de Miu, une jeune femme à qui il reste justement moins d'un an à vivre. Moi, Naoto Sasaki, le modeste étudiant en médecine, je suis prêt à remuer ciel et terre pour tenter d'infléchir le destin et aider Miu... Mais comment arrêter le compte à rebours fatal qui s'affiche au-dessus de sa tête ?;; Doki-Doki (Seinen); 14/09/2020
31-banme no Okisaki-sama Vol. 1;-/10;"Feria, la sœur cadette d'un seigneur féodal d'une région éloignée, est choisie pour être la 31e épouse du roi ... Etant donné que le roi rend visite aux candidates reine par l'ordre de leur nomination, elle ne peut le rencontrer que le 31 de chaque mois. ""Suis-je la reine des tirages malchanceux ou quoi?"" Elle se résigne à son sort et passe son temps à s'occuper des champs. Cependant, tombant amoureuse du roi lors de leur première rencontre, sa place en tant que 31e épouse devient le plus grand obstacle.";; Kadokawa Shoten; 715 ¥
